timestep,color_1,color_2,color_3,color_4,color_5
29991,51,16,9,14,10
29992,51,16,9,14,10
29993,51,16,9,14,10
29994,51,16,9,14,10
29995,51,16,9,14,10
29996,51,16,9,14,10
29997,51,16,9,14,10
29998,51,16,9,14,10
29999,51,16,9,14,10
30000,51,16,9,14,10
30001,51,16,9,14,10
30002,51,16,9,14,10
30003,51,16,9,14,10
30004,51,16,9,14,10
30005,51,16,9,14,10
30006,51,16,9,14,10
30007,51,16,9,14,10
30008,51,16,9,14,10
30009,51,16,9,14,10
30010,51,16,9,14,10
30011,51,16,9,14,10
30012,51,16,9,14,10
30013,51,16,9,14,10
30014,51,16,9,14,10
30015,51,16,9,14,10
30016,51,16,9,14,10
30017,51,16,9,14,10
30018,51,16,9,14,10
30019,51,16,9,14,10
30020,51,16,9,14,10
30021,51,16,9,14,10
30022,51,16,9,14,10
30023,51,16,9,14,10
30024,51,16,9,14,10
30025,51,16,9,14,10
30026,51,16,9,14,10
30027,51,16,9,14,10
30028,51,16,9,14,10
30029,51,16,9,14,10
30030,51,16,9,14,10
30031,51,16,9,14,10
30032,51,16,9,14,10
30033,51,16,9,14,10
30034,51,16,9,14,10
30035,51,16,9,14,10
30036,51,16,9,14,10
30037,51,16,9,14,10
30038,51,16,9,14,10
30039,51,16,9,14,10
30040,51,16,9,14,10
30041,51,16,9,14,10
30042,51,16,9,14,10
30043,51,16,9,14,10
30044,51,16,9,14,10
30045,51,16,9,14,10
30046,51,16,9,14,10
30047,51,16,9,14,10
30048,51,16,9,14,10
30049,51,16,9,14,10
30050,51,16,9,14,10
30051,51,16,9,14,10
30052,51,16,9,14,10
30053,52,16,9,13,10
30054,51,16,9,14,10
30055,51,16,9,14,10
30056,51,16,9,14,10
30057,51,16,9,14,10
30058,51,16,9,14,10
30059,51,16,9,14,10
30060,51,16,9,14,10
30061,51,16,9,14,10
30062,51,16,9,14,10
30063,51,16,9,14,10
30064,51,16,9,14,10
30065,51,16,9,14,10
30066,51,16,9,14,10
30067,51,16,9,14,10
30068,51,16,9,14,10
30069,51,16,9,14,10
30070,51,16,9,14,10
30071,51,16,9,14,10
30072,51,16,9,14,10
30073,51,16,9,14,10
30074,51,16,9,14,10
30075,51,16,9,14,10
30076,51,16,9,14,10
30077,51,16,9,14,10
30078,51,16,9,14,10
30079,51,16,9,14,10
30080,51,16,9,14,10
30081,51,16,9,14,10
30082,51,16,9,14,10
30083,51,16,9,14,10
30084,51,16,9,14,10
30085,51,16,9,14,10
30086,51,16,9,14,10
30087,51,16,9,14,10
30088,51,16,9,14,10
30089,51,16,9,14,10
30090,51,16,9,14,10
30091,51,16,9,14,10
30092,51,16,9,14,10
30093,51,16,9,14,10
30094,51,16,9,14,10
30095,51,16,9,14,10
30096,51,16,9,14,10
30097,51,16,9,14,10
30098,51,16,9,14,10
30099,51,16,9,14,10
30100,51,16,9,14,10
30101,51,16,9,14,10
30102,51,16,9,14,10
30103,50,16,9,14,11
30104,50,16,9,14,11
30105,50,16,9,14,11
30106,50,16,9,14,11
30107,50,16,9,14,11
30108,50,16,9,14,11
30109,50,16,9,14,11
30110,50,16,9,14,11
30111,50,16,9,14,11
30112,50,16,9,14,11
30113,50,16,9,14,11
30114,50,16,9,14,11
30115,50,16,9,14,11
30116,50,16,9,14,11
30117,50,16,9,14,11
30118,50,16,9,14,11
30119,50,16,9,14,11
30120,50,16,9,14,11
30121,50,16,9,14,11
30122,50,16,9,14,11
30123,50,16,9,14,11
30124,50,16,9,14,11
30125,50,16,9,14,11
30126,50,16,9,14,11
30127,50,16,9,14,11
30128,50,16,9,14,11
30129,50,16,9,14,11
30130,50,16,9,14,11
30131,50,16,9,14,11
30132,50,16,9,14,11
30133,50,16,9,14,11
30134,50,16,9,14,11
30135,50,16,9,14,11
30136,50,16,9,14,11
30137,50,16,9,14,11
30138,50,16,9,14,11
30139,50,16,9,14,11
30140,50,16,9,14,11
30141,50,16,9,14,11
30142,50,16,9,14,11
30143,50,16,9,14,11
30144,50,16,9,14,11
30145,50,16,9,14,11
30146,50,16,9,14,11
30147,50,16,9,14,11
30148,50,16,9,14,11
30149,50,16,9,14,11
30150,50,16,9,14,11
30151,50,16,9,14,11
30152,50,16,9,14,11
30153,50,17,9,14,10
30154,50,17,9,14,10
30155,50,17,9,14,10
30156,50,17,9,14,10
30157,50,17,9,14,10
30158,50,17,9,14,10
30159,50,17,9,14,10
30160,50,17,9,14,10
30161,50,17,9,14,10
30162,50,17,9,14,10
30163,50,17,9,14,10
30164,50,17,9,14,10
30165,50,17,9,14,10
30166,50,17,9,14,10
30167,50,17,9,14,10
30168,50,17,9,14,10
30169,50,17,9,14,10
30170,50,17,9,14,10
30171,50,17,9,14,10
30172,50,17,9,14,10
30173,50,17,9,14,10
30174,50,17,9,14,10
30175,50,17,9,14,10
30176,50,17,9,14,10
30177,50,17,9,14,10
30178,50,17,9,14,10
30179,50,17,9,14,10
30180,50,17,9,14,10
30181,50,17,9,14,10
30182,50,17,9,14,10
30183,50,17,9,14,10
30184,50,17,9,14,10
30185,50,17,9,14,10
30186,50,17,9,14,10
30187,50,17,9,14,10
30188,50,17,9,14,10
30189,50,17,9,14,10
30190,50,17,9,14,10
30191,50,17,9,14,10
30192,50,17,9,14,10
30193,50,17,9,14,10
30194,50,17,9,14,10
30195,50,17,9,14,10
30196,50,17,9,14,10
30197,50,17,9,14,10
30198,50,17,9,14,10
30199,50,17,9,14,10
30200,50,17,9,14,10
30201,50,17,9,14,10
30202,50,17,9,14,10
30203,50,17,9,14,10
30204,50,17,9,14,10
30205,50,17,9,14,10
30206,50,17,9,14,10
30207,50,17,9,14,10
30208,50,17,9,14,10
30209,50,17,9,14,10
30210,50,17,9,14,10
30211,50,17,9,14,10
30212,50,17,9,14,10
30213,50,17,9,14,10
30214,50,17,9,14,10
30215,50,17,9,14,10
30216,50,17,9,14,10
30217,50,17,9,14,10
30218,50,17,9,14,10
30219,50,17,9,14,10
30220,50,17,9,14,10
30221,50,17,9,14,10
30222,50,17,9,14,10
30223,50,17,9,14,10
30224,50,17,9,14,10
30225,50,17,9,14,10
30226,50,17,9,14,10
30227,50,17,9,14,10
30228,50,17,9,14,10
30229,50,17,9,14,10
30230,50,17,9,14,10
30231,50,17,9,14,10
30232,50,17,9,14,10
30233,50,17,9,14,10
30234,50,17,9,14,10
30235,50,17,9,14,10
30236,50,17,9,14,10
30237,50,17,9,14,10
30238,50,17,9,14,10
30239,50,17,9,14,10
30240,50,17,9,14,10
30241,50,17,9,14,10
30242,50,17,9,14,10
30243,50,17,9,14,10
30244,50,17,9,14,10
30245,50,17,9,14,10
30246,50,17,9,14,10
30247,50,17,9,14,10
30248,50,17,9,14,10
30249,50,17,9,14,10
30250,50,17,9,14,10
30251,50,17,9,14,10
30252,50,17,9,14,10
30253,50,17,9,14,10
30254,50,17,9,14,10
30255,50,17,9,14,10
30256,50,17,9,14,10
30257,50,17,9,14,10
30258,50,17,9,14,10
30259,50,17,9,14,10
30260,50,17,9,14,10
30261,50,17,9,14,10
30262,50,17,9,14,10
30263,50,17,9,14,10
30264,50,17,9,14,10
30265,50,17,9,14,10
30266,50,17,9,14,10
30267,50,17,9,14,10
30268,50,17,9,14,10
30269,50,17,9,14,10
30270,50,17,9,14,10
30271,50,17,9,14,10
30272,50,17,9,14,10
30273,50,17,9,14,10
30274,50,17,9,14,10
30275,50,17,9,14,10
30276,50,17,9,14,10
30277,50,17,9,14,10
30278,50,17,9,14,10
30279,50,17,9,14,10
30280,50,17,9,14,10
30281,50,17,9,14,10
30282,50,17,9,14,10
30283,50,17,9,14,10
30284,50,17,9,14,10
30285,50,17,9,14,10
30286,50,17,9,14,10
30287,50,17,9,14,10
30288,50,17,9,14,10
30289,50,17,9,14,10
30290,50,17,9,14,10
30291,50,17,9,14,10
30292,50,17,9,14,10
30293,50,17,9,14,10
30294,50,17,9,14,10
30295,50,17,9,14,10
30296,50,17,9,14,10
30297,50,17,9,14,10
30298,50,17,9,14,10
30299,50,17,9,14,10
30300,50,17,9,14,10
30301,50,17,9,14,10
30302,50,17,9,14,10
30303,50,17,9,14,10
30304,50,17,9,14,10
30305,50,17,9,14,10
30306,50,17,9,14,10
30307,50,17,9,14,10
30308,50,17,9,14,10
30309,50,17,9,14,10
30310,50,17,9,14,10
30311,50,17,9,14,10
30312,50,17,9,14,10
30313,50,17,9,14,10
30314,50,17,9,14,10
30315,50,17,9,14,10
30316,50,17,9,14,10
30317,50,17,9,14,10
30318,50,17,9,14,10
30319,50,17,9,14,10
30320,50,17,9,14,10
30321,50,17,9,14,10
30322,50,17,9,14,10
30323,50,17,9,14,10
30324,50,17,9,14,10
30325,50,17,9,14,10
30326,50,17,9,14,10
30327,50,17,9,14,10
30328,50,17,9,14,10
30329,50,17,9,14,10
30330,50,17,9,14,10
30331,50,17,9,14,10
30332,50,17,9,14,10
30333,50,17,9,14,10
30334,50,17,9,14,10
30335,50,17,9,14,10
30336,50,17,9,14,10
30337,50,17,9,14,10
30338,50,17,9,14,10
30339,50,17,9,14,10
30340,50,17,9,14,10
30341,50,17,9,14,10
30342,50,17,9,14,10
30343,50,17,9,14,10
30344,50,17,9,14,10
30345,50,17,9,14,10
30346,50,17,9,14,10
30347,50,17,9,14,10
30348,50,17,9,14,10
30349,50,17,9,14,10
30350,50,17,9,14,10
30351,50,17,9,14,10
30352,50,16,9,15,10
30353,50,16,9,15,10
30354,50,16,9,15,10
30355,50,16,9,15,10
30356,50,16,9,15,10
30357,50,16,9,15,10
30358,50,16,9,15,10
30359,50,16,9,15,10
30360,50,16,9,15,10
30361,50,16,9,15,10
30362,50,16,9,15,10
30363,50,16,9,15,10
30364,50,16,9,15,10
30365,50,16,9,15,10
30366,50,16,9,15,10
30367,50,16,9,15,10
30368,50,16,9,15,10
30369,50,16,9,15,10
30370,50,16,9,15,10
30371,50,16,9,15,10
30372,50,16,9,15,10
30373,50,16,9,15,10
30374,50,16,9,15,10
30375,50,16,9,15,10
30376,50,16,9,15,10
30377,50,16,9,15,10
30378,50,16,9,15,10
30379,50,16,9,15,10
30380,50,16,9,15,10
30381,50,16,9,15,10
30382,50,16,9,15,10
30383,50,16,9,15,10
30384,50,16,9,15,10
30385,50,16,9,15,10
30386,50,16,9,15,10
30387,50,16,9,15,10
30388,50,16,9,15,10
30389,50,16,9,15,10
30390,50,16,9,15,10
30391,50,16,9,15,10
30392,50,16,9,15,10
30393,50,16,9,15,10
30394,50,16,9,15,10
30395,50,16,9,15,10
30396,50,16,9,15,10
30397,50,16,9,15,10
30398,50,16,9,15,10
30399,50,16,9,15,10
30400,50,16,9,15,10
30401,50,16,9,15,10
30402,50,16,9,15,10
30403,50,16,9,15,10
30404,51,16,9,15,9
30405,51,16,9,15,9
30406,51,16,9,15,9
30407,51,16,9,15,9
30408,51,16,9,15,9
30409,51,16,9,15,9
30410,51,16,9,15,9
30411,51,16,9,15,9
30412,51,16,9,15,9
30413,51,16,9,15,9
30414,51,16,9,15,9
30415,51,16,9,15,9
30416,51,16,9,15,9
30417,51,16,9,15,9
30418,51,16,9,15,9
30419,51,16,9,15,9
30420,51,16,9,15,9
30421,51,16,9,15,9
30422,51,16,9,15,9
30423,51,16,9,15,9
30424,51,16,9,15,9
30425,51,16,9,15,9
30426,51,16,9,15,9
30427,51,16,9,15,9
30428,51,16,9,15,9
30429,51,16,9,15,9
30430,51,16,9,15,9
30431,51,16,9,15,9
30432,51,16,9,15,9
30433,51,16,9,15,9
30434,51,16,9,15,9
30435,51,16,9,15,9
30436,51,16,9,15,9
30437,51,16,9,15,9
30438,51,16,9,15,9
30439,51,16,9,15,9
30440,51,16,9,15,9
30441,51,16,9,15,9
30442,51,16,9,15,9
30443,51,16,9,15,9
30444,51,16,9,15,9
30445,51,16,9,15,9
30446,51,16,9,15,9
30447,51,16,9,15,9
30448,51,16,9,15,9
30449,51,16,9,15,9
30450,51,16,9,15,9
30451,51,16,9,15,9
30452,51,16,9,15,9
30453,51,16,9,15,9
30454,51,16,9,15,9
30455,51,16,9,15,9
30456,51,16,9,15,9
30457,51,16,9,15,9
30458,51,16,9,15,9
30459,51,16,9,15,9
30460,51,16,9,15,9
30461,51,16,9,15,9
30462,51,16,9,15,9
30463,51,16,9,15,9
30464,51,16,9,15,9
30465,51,16,9,15,9
30466,51,16,9,15,9
30467,51,16,9,15,9
30468,51,16,9,15,9
30469,51,16,9,15,9
30470,51,16,9,15,9
30471,51,16,9,15,9
30472,51,16,9,15,9
30473,51,16,9,15,9
30474,51,16,9,15,9
30475,51,16,9,15,9
30476,51,16,9,15,9
30477,51,16,9,15,9
30478,51,16,9,15,9
30479,51,16,9,15,9
30480,51,16,9,15,9
30481,51,16,9,15,9
30482,51,16,9,15,9
30483,51,16,9,15,9
30484,51,16,9,15,9
30485,51,16,9,15,9
30486,51,16,9,15,9
30487,51,16,9,15,9
30488,51,16,9,15,9
30489,51,16,9,15,9
30490,51,16,9,15,9
30491,51,16,9,15,9
30492,51,16,9,15,9
30493,51,16,9,15,9
30494,51,16,9,15,9
30495,51,16,9,15,9
30496,51,16,9,15,9
30497,51,16,9,15,9
30498,51,16,9,15,9
30499,51,16,9,15,9
30500,51,16,9,15,9
30501,51,16,9,15,9
30502,51,16,9,15,9
30503,51,16,9,15,9
30504,51,16,9,15,9
30505,51,16,9,15,9
30506,51,16,9,15,9
30507,50,17,9,15,9
30508,50,17,9,15,9
30509,50,17,9,15,9
30510,50,17,9,15,9
30511,50,17,9,15,9
30512,50,17,9,15,9
30513,50,17,9,15,9
30514,50,17,9,15,9
30515,50,17,9,15,9
30516,50,17,9,15,9
30517,50,17,9,15,9
30518,50,17,9,15,9
30519,50,17,9,15,9
30520,50,17,9,15,9
30521,50,17,9,15,9
30522,50,17,9,15,9
30523,50,17,9,15,9
30524,50,17,9,15,9
30525,50,17,9,15,9
30526,50,17,9,15,9
30527,50,17,9,15,9
30528,50,17,9,15,9
30529,50,17,9,15,9
30530,50,17,9,15,9
30531,50,17,9,15,9
30532,50,17,9,15,9
30533,50,17,9,15,9
30534,50,17,9,15,9
30535,50,17,9,15,9
30536,50,17,9,15,9
30537,50,17,9,15,9
30538,50,17,9,15,9
30539,50,17,9,15,9
30540,50,17,9,15,9
30541,50,17,9,15,9
30542,50,17,9,15,9
30543,50,17,9,15,9
30544,50,17,9,15,9
30545,50,17,9,15,9
30546,50,17,9,15,9
30547,50,17,9,15,9
30548,50,17,9,15,9
30549,50,17,9,15,9
30550,50,17,9,15,9
30551,50,17,9,15,9
30552,50,17,9,15,9
30553,50,18,9,15,8
30554,50,18,9,15,8
30555,50,18,9,15,8
30556,50,18,9,15,8
30557,50,18,9,15,8
30558,50,18,9,15,8
30559,50,18,9,15,8
30560,50,18,9,15,8
30561,50,18,9,15,8
30562,50,18,9,15,8
30563,50,18,9,15,8
30564,50,18,9,15,8
30565,50,18,9,15,8
30566,50,18,9,15,8
30567,50,18,9,15,8
30568,50,18,9,15,8
30569,50,18,9,15,8
30570,50,18,9,15,8
30571,50,18,9,15,8
30572,50,18,9,15,8
30573,50,18,9,15,8
30574,50,18,9,15,8
30575,50,18,9,15,8
30576,50,18,9,15,8
30577,50,18,9,15,8
30578,50,18,9,15,8
30579,50,18,9,15,8
30580,50,18,9,15,8
30581,50,18,9,15,8
30582,50,18,9,15,8
30583,50,18,9,15,8
30584,50,18,9,15,8
30585,50,18,9,15,8
30586,50,18,9,15,8
30587,50,18,9,15,8
30588,50,18,9,15,8
30589,50,18,9,15,8
30590,50,18,9,15,8
30591,50,18,9,15,8
30592,50,18,9,15,8
30593,50,18,9,15,8
30594,50,18,9,15,8
30595,50,18,9,15,8
30596,50,18,9,15,8
30597,50,18,9,15,8
30598,50,18,9,15,8
30599,50,18,9,15,8
30600,50,18,9,15,8
30601,50,18,9,15,8
30602,51,17,9,15,8
30603,51,17,9,15,8
30604,51,17,9,15,8
30605,51,17,9,15,8
30606,51,17,9,15,8
30607,51,17,9,15,8
30608,51,17,9,15,8
30609,51,17,9,15,8
30610,51,17,9,15,8
30611,51,17,9,15,8
30612,51,17,9,15,8
30613,51,17,9,15,8
30614,51,17,9,15,8
30615,51,17,9,15,8
30616,51,17,9,15,8
30617,51,17,9,15,8
30618,51,17,9,15,8
30619,51,17,9,15,8
30620,51,17,9,15,8
30621,51,17,9,15,8
30622,51,17,9,15,8
30623,51,17,9,15,8
30624,51,17,9,15,8
30625,51,17,9,15,8
30626,51,17,9,15,8
30627,51,17,9,15,8
30628,51,17,9,15,8
30629,51,17,9,15,8
30630,51,17,9,15,8
30631,51,17,9,15,8
30632,51,17,9,15,8
30633,51,17,9,15,8
30634,51,17,9,15,8
30635,51,17,9,15,8
30636,51,17,9,15,8
30637,51,17,9,15,8
30638,51,17,9,15,8
30639,51,17,9,15,8
30640,51,17,9,15,8
30641,51,17,9,15,8
30642,51,17,9,15,8
30643,51,17,9,15,8
30644,51,17,9,15,8
30645,51,17,9,15,8
30646,51,17,9,15,8
30647,51,17,9,15,8
30648,51,17,9,15,8
30649,51,17,9,15,8
30650,51,17,9,15,8
30651,51,17,9,15,8
30652,51,17,9,15,8
30653,51,17,9,15,8
30654,51,17,9,15,8
30655,51,17,9,15,8
30656,51,17,9,15,8
30657,51,17,9,15,8
30658,51,17,9,15,8
30659,51,17,9,15,8
30660,51,17,9,15,8
30661,51,17,9,15,8
30662,51,17,9,15,8
30663,51,17,9,15,8
30664,51,17,9,15,8
30665,51,17,9,15,8
30666,51,17,9,15,8
30667,51,17,9,15,8
30668,51,17,9,15,8
30669,51,17,9,15,8
30670,51,17,9,15,8
30671,51,17,9,15,8
30672,51,17,9,15,8
30673,51,17,9,15,8
30674,51,17,9,15,8
30675,51,17,9,15,8
30676,51,17,9,15,8
30677,51,17,9,15,8
30678,51,17,9,15,8
30679,51,17,9,15,8
30680,51,17,9,15,8
30681,51,17,9,15,8
30682,51,17,9,15,8
30683,51,17,9,15,8
30684,51,17,9,15,8
30685,51,17,9,15,8
30686,51,17,9,15,8
30687,51,17,9,15,8
30688,51,17,9,15,8
30689,51,17,9,15,8
30690,51,17,9,15,8
30691,51,17,9,15,8
30692,51,17,9,15,8
30693,51,17,9,15,8
30694,51,17,9,15,8
30695,51,17,9,15,8
30696,51,17,9,15,8
30697,51,17,9,15,8
30698,51,17,9,15,8
30699,51,17,9,15,8
30700,51,17,9,15,8
30701,51,17,9,15,8
30702,51,17,9,15,8
30703,51,17,9,15,8
30704,51,17,9,15,8
30705,51,17,9,15,8
30706,52,17,9,15,7
30707,52,17,9,15,7
30708,52,17,9,15,7
30709,52,17,9,15,7
30710,52,17,9,15,7
30711,52,17,9,15,7
30712,52,17,9,15,7
30713,52,17,9,15,7
30714,52,17,9,15,7
30715,52,17,9,15,7
30716,52,17,9,15,7
30717,52,17,9,15,7
30718,52,17,9,15,7
30719,52,17,9,15,7
30720,52,17,9,15,7
30721,52,17,9,15,7
30722,52,17,9,15,7
30723,52,17,9,15,7
30724,52,17,9,15,7
30725,52,17,9,15,7
30726,52,17,9,15,7
30727,52,17,9,15,7
30728,52,17,9,15,7
30729,52,17,9,15,7
30730,52,17,9,15,7
30731,52,17,9,15,7
30732,52,17,9,15,7
30733,52,17,9,15,7
30734,52,17,9,15,7
30735,52,17,9,15,7
30736,52,17,9,15,7
30737,52,17,9,15,7
30738,52,17,9,15,7
30739,52,17,9,15,7
30740,52,17,9,15,7
30741,52,17,9,15,7
30742,52,17,9,15,7
30743,52,17,9,15,7
30744,52,17,9,15,7
30745,52,17,9,15,7
30746,52,17,9,15,7
30747,52,17,9,15,7
30748,52,17,9,15,7
30749,52,17,9,15,7
30750,52,17,9,15,7
30751,52,17,9,15,7
30752,52,17,9,15,7
30753,52,17,9,15,7
30754,52,17,9,15,7
30755,52,17,9,15,7
30756,52,17,9,15,7
30757,52,17,9,15,7
30758,52,17,9,15,7
30759,52,17,9,15,7
30760,52,17,9,15,7
30761,52,17,9,15,7
30762,52,17,9,15,7
30763,52,17,9,15,7
30764,52,17,9,15,7
30765,52,17,9,15,7
30766,52,17,9,15,7
30767,52,17,9,15,7
30768,52,17,9,15,7
30769,52,17,9,15,7
30770,52,17,9,15,7
30771,52,17,9,15,7
30772,52,17,9,15,7
30773,52,17,9,15,7
30774,52,17,9,15,7
30775,52,17,9,15,7
30776,52,17,9,15,7
30777,52,17,9,15,7
30778,52,17,9,15,7
30779,52,17,9,15,7
30780,52,17,9,15,7
30781,52,17,9,15,7
30782,52,17,9,15,7
30783,52,17,9,15,7
30784,52,17,9,15,7
30785,52,17,9,15,7
30786,52,17,9,15,7
30787,52,17,9,15,7
30788,52,17,9,15,7
30789,52,17,9,15,7
30790,52,17,9,15,7
30791,52,17,9,15,7
30792,52,17,9,15,7
30793,52,17,9,15,7
30794,52,17,9,15,7
30795,52,17,9,15,7
30796,52,17,9,15,7
30797,52,17,9,15,7
30798,52,17,9,15,7
30799,52,17,9,15,7
30800,52,17,9,15,7
30801,52,17,9,15,7
30802,52,17,9,15,7
30803,52,17,9,15,7
30804,52,17,9,15,7
30805,52,17,9,15,7
30806,52,17,9,15,7
30807,52,17,9,15,7
30808,52,17,9,15,7
30809,52,17,9,15,7
30810,52,17,9,15,7
30811,52,17,9,15,7
30812,52,17,9,15,7
30813,52,17,9,15,7
30814,52,17,9,15,7
30815,52,17,9,15,7
30816,52,17,9,15,7
30817,52,17,9,15,7
30818,52,17,9,15,7
30819,52,17,9,15,7
30820,52,17,9,15,7
30821,52,17,9,15,7
30822,52,17,9,15,7
30823,52,17,9,15,7
30824,52,17,9,15,7
30825,52,17,9,15,7
30826,52,17,9,15,7
30827,52,17,9,15,7
30828,52,17,9,15,7
30829,52,17,9,15,7
30830,52,17,9,15,7
30831,52,17,9,15,7
30832,52,17,9,15,7
30833,52,17,9,15,7
30834,52,17,9,15,7
30835,52,17,9,15,7
30836,52,17,9,15,7
30837,52,17,9,15,7
30838,52,17,9,15,7
30839,52,17,9,15,7
30840,52,17,9,15,7
30841,52,17,9,15,7
30842,52,17,9,15,7
30843,52,17,9,15,7
30844,52,17,9,15,7
30845,52,17,9,15,7
30846,52,17,9,15,7
30847,52,17,9,15,7
30848,52,17,9,15,7
30849,52,17,9,15,7
30850,52,17,9,15,7
30851,52,17,9,15,7
30852,52,17,9,15,7
30853,52,17,9,15,7
30854,52,17,9,15,7
30855,52,17,9,15,7
30856,52,17,9,15,7
30857,52,17,9,15,7
30858,52,17,9,15,7
30859,52,17,9,15,7
30860,52,17,9,15,7
30861,52,17,9,15,7
30862,52,17,9,15,7
30863,52,17,9,15,7
30864,52,17,9,15,7
30865,52,17,9,15,7
30866,52,17,9,15,7
30867,52,17,9,15,7
30868,52,17,9,15,7
30869,52,17,9,15,7
30870,52,17,9,15,7
30871,52,17,9,15,7
30872,52,17,9,15,7
30873,52,17,9,15,7
30874,52,17,9,15,7
30875,52,17,9,15,7
30876,52,17,9,15,7
30877,52,17,9,15,7
30878,52,17,9,15,7
30879,52,17,9,15,7
30880,52,17,9,15,7
30881,52,17,9,15,7
30882,52,17,9,15,7
30883,52,17,9,15,7
30884,52,17,9,15,7
30885,52,17,9,15,7
30886,52,17,9,15,7
30887,52,17,9,15,7
30888,52,17,9,15,7
30889,52,17,9,15,7
30890,52,17,9,15,7
30891,52,17,9,15,7
30892,52,17,9,15,7
30893,52,17,9,15,7
30894,52,17,9,15,7
30895,52,17,9,15,7
30896,52,17,9,15,7
30897,52,17,9,15,7
30898,52,17,9,15,7
30899,52,17,9,15,7
30900,52,17,9,15,7
30901,52,17,9,15,7
30902,52,17,9,15,7
30903,52,17,9,15,7
30904,52,17,9,15,7
30905,53,17,8,15,7
30906,53,17,8,15,7
30907,53,17,8,15,7
30908,53,17,8,15,7
30909,53,17,8,15,7
30910,53,17,8,15,7
30911,53,17,8,15,7
30912,53,17,8,15,7
30913,53,17,8,15,7
30914,53,17,8,15,7
30915,53,17,8,15,7
30916,53,17,8,15,7
30917,53,17,8,15,7
30918,53,17,8,15,7
30919,53,17,8,15,7
30920,53,17,8,15,7
30921,53,17,8,15,7
30922,53,17,8,15,7
30923,53,17,8,15,7
30924,53,17,8,15,7
30925,53,17,8,15,7
30926,53,17,8,15,7
30927,53,17,8,15,7
30928,53,17,8,15,7
30929,53,17,8,15,7
30930,53,17,8,15,7
30931,53,17,8,15,7
30932,53,17,8,15,7
30933,53,17,8,15,7
30934,53,17,8,15,7
30935,53,17,8,15,7
30936,53,17,8,15,7
30937,53,17,8,15,7
30938,53,17,8,15,7
30939,53,17,8,15,7
30940,53,17,8,15,7
30941,53,17,8,15,7
30942,53,17,8,15,7
30943,53,17,8,15,7
30944,53,17,8,15,7
30945,53,17,8,15,7
30946,53,17,8,15,7
30947,53,17,8,15,7
30948,53,17,8,15,7
30949,53,17,8,15,7
30950,53,17,8,15,7
30951,53,17,8,15,7
30952,53,17,8,15,7
30953,53,17,8,15,7
30954,53,17,8,15,7
30955,53,17,8,15,7
30956,53,17,8,15,7
30957,53,17,8,15,7
30958,53,17,8,15,7
30959,53,17,8,15,7
30960,53,17,8,15,7
30961,53,17,8,15,7
30962,53,17,8,15,7
30963,53,17,8,15,7
30964,53,17,8,15,7
30965,53,17,8,15,7
30966,53,17,8,15,7
30967,53,17,8,15,7
30968,53,17,8,15,7
30969,53,17,8,15,7
30970,53,17,8,15,7
30971,53,17,8,15,7
30972,53,17,8,15,7
30973,53,17,8,15,7
30974,53,17,8,15,7
30975,53,17,8,15,7
30976,53,17,8,15,7
30977,53,17,8,15,7
30978,53,17,8,15,7
30979,53,17,8,15,7
30980,53,17,8,15,7
30981,53,17,8,15,7
30982,53,17,8,15,7
30983,53,17,8,15,7
30984,53,17,8,15,7
30985,53,17,8,15,7
30986,53,17,8,15,7
30987,53,17,8,15,7
30988,53,17,8,15,7
30989,53,17,8,15,7
30990,53,17,8,15,7
30991,53,17,8,15,7
30992,53,17,8,15,7
30993,53,17,8,15,7
30994,53,17,8,15,7
30995,53,17,8,15,7
30996,53,17,8,15,7
30997,53,17,8,15,7
30998,53,17,8,15,7
30999,53,17,8,15,7
31000,53,17,8,15,7
31001,53,17,8,15,7
31002,53,17,8,14,8
31003,53,17,8,14,8
31004,53,17,8,14,8
31005,53,17,8,14,8
31006,53,17,8,14,8
31007,53,17,8,14,8
31008,53,17,8,14,8
31009,53,17,8,14,8
31010,53,17,8,14,8
31011,53,17,8,14,8
31012,53,17,8,14,8
31013,53,17,8,14,8
31014,53,17,8,14,8
31015,53,17,8,14,8
31016,53,17,8,14,8
31017,53,17,8,14,8
31018,53,17,8,14,8
31019,53,17,8,14,8
31020,53,17,8,14,8
31021,53,17,8,14,8
31022,53,17,8,14,8
31023,53,17,8,14,8
31024,53,17,8,14,8
31025,53,17,8,14,8
31026,53,17,8,14,8
31027,53,17,8,14,8
31028,53,17,8,14,8
31029,53,17,8,14,8
31030,53,17,8,14,8
31031,53,17,8,14,8
31032,53,17,8,14,8
31033,53,17,8,14,8
31034,53,17,8,14,8
31035,53,17,8,14,8
31036,53,17,8,14,8
31037,53,17,8,14,8
31038,53,17,8,14,8
31039,53,17,8,14,8
31040,53,17,8,14,8
31041,53,17,8,14,8
31042,53,17,8,14,8
31043,53,17,8,14,8
31044,53,17,8,14,8
31045,53,17,8,14,8
31046,53,17,8,14,8
31047,53,17,8,14,8
31048,53,17,8,14,8
31049,53,17,8,14,8
31050,53,17,8,14,8
31051,53,17,8,14,8
31052,53,17,8,14,8
31053,53,17,8,14,8
31054,53,17,8,14,8
31055,53,17,8,14,8
31056,53,17,8,14,8
31057,53,17,8,14,8
31058,53,17,8,14,8
31059,53,17,8,14,8
31060,53,17,8,14,8
31061,53,17,8,14,8
31062,53,17,8,14,8
31063,53,17,8,14,8
31064,53,17,8,14,8
31065,53,17,8,14,8
